1608605473905,91282CAX9,1,MARKET,BUY,98-317,1000000,1000000
1608605473906,912810SS8,7,MARKET,BUY,99-005,1000000,1000000
1608605473907,912810ST6,13,MARKET,BUY,99-013,1000000,1000000
1608605473908,91282CAV3,19,MARKET,BUY,99-021,1000000,1000000
1608605473909,91282CAY7,25,MARKET,BUY,99-027,1000000,1000000
1608605473910,91282CAZ4,31,MARKET,BUY,99-035,1000000,1000000
1608605473912,91282CBA80,37,MARKET,BUY,99-043,1000000,1000000
1608605473913,91282CAX9,43,MARKET,BUY,99-051,1000000,1000000
1608605473914,912810SS8,49,MARKET,BUY,99-057,1000000,1000000
1608605473914,912810ST6,55,MARKET,BUY,99-065,1000000,1000000
1608605473915,91282CAV3,61,MARKET,BUY,99-073,1000000,1000000
1608605473916,91282CAY7,67,MARKET,BUY,99-081,1000000,1000000
1608605473917,91282CAZ4,73,MARKET,BUY,99-087,1000000,1000000
1608605473918,91282CBA80,79,MARKET,BUY,99-095,1000000,1000000
1608605473919,91282CAX9,85,MARKET,BUY,99-103,1000000,1000000
1608605473920,912810SS8,91,MARKET,BUY,99-111,1000000,1000000
1608605473920,912810ST6,97,MARKET,BUY,99-117,1000000,1000000
1608605473921,91282CAV3,103,MARKET,BUY,99-125,1000000,1000000
1608605473922,91282CAY7,109,MARKET,BUY,99-133,1000000,1000000
1608605473922,91282CAZ4,115,MARKET,BUY,99-141,1000000,1000000
1608605473923,91282CBA80,121,MARKET,BUY,99-147,1000000,1000000
1608605473924,91282CAX9,127,MARKET,BUY,99-155,1000000,1000000
1608605473925,912810SS8,133,MARKET,BUY,99-163,1000000,1000000
1608605473926,912810ST6,139,MARKET,BUY,99-171,1000000,1000000
1608605473927,91282CAV3,145,MARKET,BUY,99-177,1000000,1000000
1608605473928,91282CAY7,151,MARKET,BUY,99-185,1000000,1000000
1608605473928,91282CAZ4,157,MARKET,BUY,99-193,1000000,1000000
1608605473928,91282CBA80,163,MARKET,BUY,99-201,1000000,1000000
1608605473929,91282CAX9,169,MARKET,BUY,99-207,1000000,1000000
1608605473929,912810SS8,175,MARKET,BUY,99-215,1000000,1000000
1608605473930,912810ST6,181,MARKET,BUY,99-223,1000000,1000000
1608605473930,91282CAV3,187,MARKET,BUY,99-231,1000000,1000000
1608605473930,91282CAY7,193,MARKET,BUY,99-237,1000000,1000000
1608605473931,91282CAZ4,199,MARKET,BUY,99-245,1000000,1000000
1608605473931,91282CBA80,205,MARKET,BUY,99-253,1000000,1000000
1608605473932,91282CAX9,211,MARKET,BUY,99-261,1000000,1000000
1608605473932,912810SS8,217,MARKET,BUY,99-267,1000000,1000000
1608605473933,912810ST6,223,MARKET,BUY,99-275,1000000,1000000
1608605473933,91282CAV3,229,MARKET,BUY,99-283,1000000,1000000
1608605473933,91282CAY7,235,MARKET,BUY,99-291,1000000,1000000
1608605473934,91282CAZ4,241,MARKET,BUY,99-297,1000000,1000000
1608605473934,91282CBA80,247,MARKET,BUY,99-305,1000000,1000000
1608605473935,91282CAX9,253,MARKET,BUY,99-313,1000000,1000000
1608605473935,912810SS8,259,MARKET,BUY,100-001,1000000,1000000
1608605473935,912810ST6,265,MARKET,BUY,100-007,1000000,1000000
1608605473936,91282CAV3,271,MARKET,BUY,100-015,1000000,1000000
1608605473936,91282CAY7,277,MARKET,BUY,100-023,1000000,1000000
1608605473937,91282CAZ4,283,MARKET,BUY,100-031,1000000,1000000
1608605473937,91282CBA80,289,MARKET,BUY,100-037,1000000,1000000
1608605473938,91282CAX9,295,MARKET,BUY,100-045,1000000,1000000
1608605473938,912810SS8,301,MARKET,BUY,100-053,1000000,1000000
1608605473939,912810ST6,307,MARKET,BUY,100-061,1000000,1000000
1608605473940,91282CAV3,313,MARKET,BUY,100-067,1000000,1000000
1608605473940,91282CAY7,319,MARKET,BUY,100-075,1000000,1000000
1608605473941,91282CAZ4,325,MARKET,BUY,100-083,1000000,1000000
1608605473941,91282CBA80,331,MARKET,BUY,100-091,1000000,1000000
1608605473942,91282CAX9,337,MARKET,BUY,100-097,1000000,1000000
1608605473943,912810SS8,343,MARKET,BUY,100-105,1000000,1000000
1608605473944,912810ST6,349,MARKET,BUY,100-113,1000000,1000000
1608605473945,91282CAV3,355,MARKET,BUY,100-121,1000000,1000000
1608605473946,91282CAY7,361,MARKET,BUY,100-127,1000000,1000000
1608605473946,91282CAZ4,367,MARKET,BUY,100-135,1000000,1000000
1608605473947,91282CBA80,373,MARKET,BUY,100-143,1000000,1000000
1608605473947,91282CAX9,379,MARKET,BUY,100-151,1000000,1000000
1608605473948,912810SS8,385,MARKET,BUY,100-157,1000000,1000000
1608605473948,912810ST6,391,MARKET,BUY,100-165,1000000,1000000
1608605473949,91282CAV3,397,MARKET,BUY,100-173,1000000,1000000
1608605473949,91282CAY7,403,MARKET,BUY,100-181,1000000,1000000
1608605473949,91282CAZ4,409,MARKET,BUY,100-187,1000000,1000000
1608605473950,91282CBA80,415,MARKET,BUY,100-195,1000000,1000000
1608605473950,91282CAX9,421,MARKET,BUY,100-203,1000000,1000000
1608605473951,912810SS8,427,MARKET,BUY,100-211,1000000,1000000
1608605473951,912810ST6,433,MARKET,BUY,100-217,1000000,1000000
1608605473952,91282CAV3,439,MARKET,BUY,100-225,1000000,1000000
1608605473952,91282CAY7,445,MARKET,BUY,100-233,1000000,1000000
